window_start,window_end,anomaly_score,anchor_period
2022-09-19 02:21:37,2022-09-19 02:51:37,0.4852,baseline
2022-09-20 02:51:37,2022-09-20 03:21:37,0.4627,baseline
2022-09-20 03:06:37,2022-09-20 03:36:37,0.3337,baseline
2022-09-21 11:36:37,2022-09-21 12:06:37,0.0986,baseline
2022-09-23 11:06:37,2022-09-23 11:36:37,0.102,baseline
2022-09-24 01:06:37,2022-09-24 01:36:37,0.3377,baseline
2022-09-24 01:21:37,2022-09-24 01:51:37,0.5,baseline
2022-10-01 09:51:37,2022-10-01 10:21:37,0.2405,baseline
2022-10-03 05:21:37,2022-10-03 05:51:37,0.0501,baseline
2022-10-03 10:06:37,2022-10-03 10:36:37,0.9638,baseline
2022-10-03 10:21:37,2022-10-03 10:51:37,0.0912,baseline
2022-10-04 10:06:37,2022-10-04 10:36:37,0.3575,baseline
2022-10-04 10:21:37,2022-10-04 10:51:37,0.2221,baseline
2022-10-05 09:36:37,2022-10-05 10:06:37,0.562,baseline
2022-10-05 09:51:37,2022-10-05 10:21:37,0.3908,baseline
2022-10-10 05:51:37,2022-10-10 06:21:37,0.2311,baseline
2022-10-10 06:06:37,2022-10-10 06:36:37,0.1495,baseline
2022-10-10 10:36:37,2022-10-10 11:06:37,0.1633,baseline
2022-10-10 10:51:37,2022-10-10 11:21:37,0.2403,baseline
2022-10-11 01:51:37,2022-10-11 02:21:37,0.0616,baseline
2022-10-11 10:06:37,2022-10-11 10:36:37,0.5,baseline
2022-10-11 10:21:37,2022-10-11 10:51:37,0.416,baseline
2022-10-14 10:06:37,2022-10-14 10:36:37,0.1233,baseline
2022-10-14 10:21:37,2022-10-14 10:51:37,0.1266,baseline
2022-10-14 13:21:37,2022-10-14 13:51:37,0.0591,baseline
2022-10-15 17:21:37,2022-10-15 17:51:37,0.0546,baseline
2022-10-16 09:36:37,2022-10-16 10:06:37,0.0612,baseline
2022-10-17 09:51:37,2022-10-17 10:21:37,0.1232,baseline
2022-10-17 10:06:37,2022-10-17 10:36:37,0.1101,baseline
2022-10-19 09:21:37,2022-10-19 09:51:37,0.9359,baseline
2022-10-19 16:21:37,2022-10-19 16:51:37,0.0563,baseline
2022-10-21 09:21:37,2022-10-21 09:51:37,0.991,baseline
2022-10-21 09:36:37,2022-10-21 10:06:37,0.4136,baseline
2022-10-22 10:36:37,2022-10-22 11:06:37,0.0633,baseline
2022-10-22 10:51:37,2022-10-22 11:21:37,0.0641,baseline
2022-10-24 09:21:37,2022-10-24 09:51:37,0.1472,baseline
2022-10-25 07:36:37,2022-10-25 08:06:37,0.4859,baseline
2022-10-25 07:51:37,2022-10-25 08:21:37,0.4327,baseline
2022-10-27 09:36:37,2022-10-27 10:06:37,0.617,baseline
2022-10-27 09:51:37,2022-10-27 10:21:37,0.4118,baseline
2022-10-28 09:06:37,2022-10-28 09:36:37,0.0606,baseline
2022-10-28 09:21:37,2022-10-28 09:51:37,0.0501,baseline
2022-10-31 08:36:37,2022-10-31 09:06:37,0.3111,baseline
2022-11-01 02:21:37,2022-11-01 02:51:37,0.6045,baseline
2022-11-01 08:21:37,2022-11-01 08:51:37,0.0655,baseline
2022-11-02 04:36:37,2022-11-02 05:06:37,0.052,baseline
2022-11-02 04:51:37,2022-11-02 05:21:37,0.0634,baseline
2022-11-03 09:21:37,2022-11-03 09:51:37,0.1251,baseline
2022-11-07 08:36:37,2022-11-07 09:06:37,0.0802,baseline
2022-11-07 12:06:37,2022-11-07 12:36:37,0.054,baseline
2022-11-07 16:06:37,2022-11-07 16:36:37,0.0663,baseline
2022-11-09 05:21:37,2022-11-09 05:51:37,0.14,baseline
2022-11-09 08:06:37,2022-11-09 08:36:37,0.0619,baseline
2022-11-09 08:21:37,2022-11-09 08:51:37,0.0482,baseline
2022-11-11 12:51:37,2022-11-11 13:21:37,0.0396,baseline
2022-11-11 13:06:37,2022-11-11 13:36:37,0.0643,baseline
2022-11-12 12:06:37,2022-11-12 12:36:37,0.2112,baseline
2022-11-12 12:21:37,2022-11-12 12:51:37,0.0403,baseline
2022-11-15 08:06:37,2022-11-15 08:36:37,0.1267,baseline
2022-11-15 08:21:37,2022-11-15 08:51:37,0.11,baseline
2022-11-16 13:06:37,2022-11-16 13:36:37,0.0777,baseline
2022-11-16 13:21:37,2022-11-16 13:51:37,0.0767,baseline
2022-11-17 12:36:37,2022-11-17 13:06:37,0.0559,baseline
2022-11-18 10:06:37,2022-11-18 10:36:37,0.081,baseline
2022-11-18 10:21:37,2022-11-18 10:51:37,0.0876,baseline
2022-11-20 09:06:37,2022-11-20 09:36:37,0.1158,baseline
2022-11-21 04:51:37,2022-11-21 05:21:37,0.5387,baseline
2022-11-23 12:51:37,2022-11-23 13:21:37,0.0847,baseline
2022-11-29 05:06:37,2022-11-29 05:36:37,0.0947,baseline
2022-12-05 04:36:37,2022-12-05 05:06:37,0.5069,baseline
2022-12-05 04:51:37,2022-12-05 05:21:37,0.6786,baseline
2022-12-06 13:21:37,2022-12-06 13:51:37,0.1895,baseline
2022-12-09 13:21:37,2022-12-09 13:51:37,0.0514,baseline
2022-12-10 09:21:37,2022-12-10 09:51:37,0.0849,baseline
2022-12-13 11:06:37,2022-12-13 11:36:37,0.2831,baseline
2022-12-14 11:06:37,2022-12-14 11:36:37,0.0582,baseline
2022-12-15 03:51:37,2022-12-15 04:21:37,0.4927,baseline
2022-12-16 05:51:37,2022-12-16 06:21:37,0.1666,baseline
2022-12-17 05:51:37,2022-12-17 06:21:37,0.0595,baseline
2022-12-21 10:06:37,2022-12-21 10:36:37,0.0614,baseline
2022-12-25 01:51:37,2022-12-25 02:21:37,0.9432,baseline
2022-12-27 02:21:37,2022-12-27 02:51:37,0.94,baseline
2022-12-27 02:36:37,2022-12-27 03:06:37,0.87,baseline
2022-12-29 01:51:37,2022-12-29 02:21:37,0.8365,baseline
2022-12-29 02:06:37,2022-12-29 02:36:37,0.2342,baseline
2022-12-31 07:06:37,2022-12-31 07:36:37,0.0879,baseline
2023-01-01 10:36:37,2023-01-01 11:06:37,0.0848,baseline
2023-01-01 10:51:37,2023-01-01 11:21:37,0.0806,baseline
2023-01-04 02:21:37,2023-01-04 02:51:37,0.1576,baseline
2023-01-04 12:36:37,2023-01-04 13:06:37,0.1135,baseline
2023-01-05 02:21:37,2023-01-05 02:51:37,0.9794,baseline
2023-01-06 10:36:37,2023-01-06 11:06:37,0.4126,baseline
2023-01-06 10:51:37,2023-01-06 11:21:37,0.0658,baseline
2023-01-07 11:36:37,2023-01-07 12:06:37,0.1862,baseline
2023-01-10 02:36:37,2023-01-10 03:06:37,0.3628,baseline
2023-01-10 02:51:37,2023-01-10 03:21:37,0.236,baseline
2023-01-10 13:21:37,2023-01-10 13:51:37,0.0493,baseline
2023-01-11 06:06:37,2023-01-11 06:36:37,0.0365,baseline
2023-01-12 02:06:37,2023-01-12 02:36:37,0.0711,baseline
2023-01-13 13:51:37,2023-01-13 14:21:37,0.1048,baseline
2023-01-14 04:21:37,2023-01-14 04:51:37,0.0618,baseline
2023-01-15 15:21:37,2023-01-15 15:51:37,0.3151,baseline
2023-01-15 20:36:37,2023-01-15 21:06:37,0.0889,baseline
2023-01-17 17:51:37,2023-01-17 18:21:37,0.0176,baseline
2023-01-17 18:06:37,2023-01-17 18:36:37,0.025,baseline
2023-01-19 01:36:37,2023-01-19 02:06:37,0.1764,baseline
2023-01-21 06:06:37,2023-01-21 06:36:37,0.1244,baseline
2023-01-21 14:06:37,2023-01-21 14:36:37,0.262,baseline
2023-01-24 16:51:37,2023-01-24 17:21:37,0.0828,baseline
2023-01-25 13:06:37,2023-01-25 13:36:37,0.1984,baseline
2023-01-29 04:36:37,2023-01-29 05:06:37,0.0896,baseline
2023-01-30 11:51:37,2023-01-30 12:21:37,0.5882,baseline
2023-02-01 04:21:37,2023-02-01 04:51:37,0.0903,baseline
2023-02-03 06:51:37,2023-02-03 07:21:37,0.64,baseline
2023-02-03 07:06:37,2023-02-03 07:36:37,0.2789,baseline
2023-02-05 13:06:37,2023-02-05 13:36:37,0.1106,baseline
2023-02-08 06:51:37,2023-02-08 07:21:37,0.8327,baseline
2023-02-10 10:21:37,2023-02-10 10:51:37,0.404,baseline
2023-02-12 09:36:37,2023-02-12 10:06:37,0.1075,baseline
2023-02-12 09:51:37,2023-02-12 10:21:37,0.0553,baseline
2023-02-13 04:21:37,2023-02-13 04:51:37,0.1654,baseline
2023-02-13 08:51:37,2023-02-13 09:21:37,0.2974,baseline
2023-02-14 13:06:37,2023-02-14 13:36:37,0.0619,baseline
2023-02-14 13:21:37,2023-02-14 13:51:37,0.0812,baseline
2023-02-16 04:51:37,2023-02-16 05:21:37,0.8854,baseline
2023-02-16 12:21:37,2023-02-16 12:51:37,0.2268,baseline
2023-02-17 09:36:37,2023-02-17 10:06:37,0.4725,baseline
2023-02-21 02:36:37,2023-02-21 03:06:37,0.086,baseline
2023-02-21 10:36:37,2023-02-21 11:06:37,0.4644,baseline
2023-02-22 01:21:37,2023-02-22 01:51:37,0.1146,baseline
2023-02-22 01:36:37,2023-02-22 02:06:37,0.0856,baseline
2023-02-22 09:51:37,2023-02-22 10:21:37,0.0601,baseline
2023-02-22 13:21:37,2023-02-22 13:51:37,0.1699,baseline
2023-02-24 12:06:37,2023-02-24 12:36:37,0.158,baseline
2023-02-24 12:21:37,2023-02-24 12:51:37,0.1742,baseline
2023-02-26 21:21:37,2023-02-26 21:51:37,0.079,baseline
2023-02-27 13:06:37,2023-02-27 13:36:37,0.0427,baseline
2023-02-27 13:21:37,2023-02-27 13:51:37,0.0366,baseline
2023-02-28 09:06:37,2023-02-28 09:36:37,0.2221,baseline
2023-02-28 09:21:37,2023-02-28 09:51:37,0.2045,baseline
2023-02-28 13:36:37,2023-02-28 14:06:37,0.1092,baseline
2023-03-03 12:36:37,2023-03-03 13:06:37,0.3803,baseline
2023-03-04 05:36:37,2023-03-04 06:06:37,0.3342,baseline
2023-03-05 17:06:37,2023-03-05 17:36:37,0.0517,baseline
2023-03-05 17:21:37,2023-03-05 17:51:37,0.0797,baseline
2023-03-06 02:06:37,2023-03-06 02:36:37,0.8282,baseline
2023-03-06 02:21:37,2023-03-06 02:51:37,0.7709,baseline
2023-03-06 09:36:37,2023-03-06 10:06:37,0.0519,baseline
2023-03-06 09:51:37,2023-03-06 10:21:37,0.4873,baseline
2023-03-06 13:36:37,2023-03-06 14:06:37,0.5452,baseline
2023-03-08 05:36:37,2023-03-08 06:06:37,0.0668,baseline
2023-03-09 05:51:37,2023-03-09 06:21:37,0.0969,baseline
2023-03-09 06:06:37,2023-03-09 06:36:37,0.1078,baseline
2023-03-09 13:36:37,2023-03-09 14:06:37,0.0838,baseline
2023-03-12 21:06:37,2023-03-12 21:36:37,0.0557,baseline
2023-03-12 21:21:37,2023-03-12 21:51:37,0.034,baseline
2023-03-13 02:06:37,2023-03-13 02:36:37,0.8757,baseline
2023-03-13 05:51:37,2023-03-13 06:21:37,0.0615,baseline
2023-03-14 02:06:37,2023-03-14 02:36:37,0.945,baseline
2023-03-14 02:21:37,2023-03-14 02:51:37,0.0605,baseline
2023-03-15 06:06:37,2023-03-15 06:36:37,0.1923,baseline
2023-03-15 10:06:37,2023-03-15 10:36:37,0.2782,baseline
2023-03-15 10:21:37,2023-03-15 10:51:37,0.109,baseline
2023-03-19 05:06:37,2023-03-19 05:36:37,0.1247,baseline
2023-03-20 01:51:37,2023-03-20 02:21:37,0.5226,baseline
2023-03-23 12:06:37,2023-03-23 12:36:37,0.0783,baseline
2023-03-23 12:21:37,2023-03-23 12:51:37,0.0573,baseline
2023-03-24 12:06:37,2023-03-24 12:36:37,0.0806,baseline
2023-03-24 12:21:37,2023-03-24 12:51:37,0.0825,baseline
2023-03-24 15:51:37,2023-03-24 16:21:37,0.0901,baseline
2023-03-24 16:06:37,2023-03-24 16:36:37,0.1046,baseline
2023-03-26 01:51:37,2023-03-26 02:21:37,0.8743,baseline
2023-03-26 11:51:37,2023-03-26 12:21:37,0.7244,baseline
2023-03-26 12:06:37,2023-03-26 12:36:37,0.6153,baseline
2023-03-27 05:06:37,2023-03-27 05:36:37,0.2335,baseline
2023-03-27 05:21:37,2023-03-27 05:51:37,0.2186,baseline
2023-03-28 02:06:37,2023-03-28 02:36:37,0.5977,baseline
2023-03-28 17:06:37,2023-03-28 17:36:37,0.082,baseline
2023-03-29 01:06:37,2023-03-29 01:36:37,0.0477,baseline
2023-03-29 13:36:37,2023-03-29 14:06:37,0.0604,baseline
2023-03-30 05:51:37,2023-03-30 06:21:37,0.0787,baseline
2023-03-30 06:06:37,2023-03-30 06:36:37,0.0769,baseline
2023-03-30 13:06:37,2023-03-30 13:36:37,0.1292,baseline
2023-04-03 11:21:37,2023-04-03 11:51:37,0.1533,baseline
2023-04-05 11:21:37,2023-04-05 11:51:37,0.0496,baseline
2023-04-06 13:06:37,2023-04-06 13:36:37,0.3227,baseline
2023-04-07 09:36:37,2023-04-07 10:06:37,0.0822,baseline
2023-04-09 02:06:37,2023-04-09 02:36:37,0.2661,baseline
2023-04-09 02:21:37,2023-04-09 02:51:37,0.0398,baseline
2023-04-10 01:51:37,2023-04-10 02:21:37,0.2221,baseline
2023-04-11 05:21:37,2023-04-11 05:51:37,0.0495,baseline
2023-04-12 02:06:37,2023-04-12 02:36:37,0.8647,baseline
2023-04-12 02:21:37,2023-04-12 02:51:37,0.7742,baseline
2023-04-14 01:36:37,2023-04-14 02:06:37,0.2676,baseline
2023-04-14 01:51:37,2023-04-14 02:21:37,0.1784,baseline
2023-04-14 12:36:37,2023-04-14 13:06:37,0.0792,baseline
2023-04-14 12:51:37,2023-04-14 13:21:37,0.0907,baseline
2023-04-15 02:21:37,2023-04-15 02:51:37,0.1717,baseline
2023-04-15 02:36:37,2023-04-15 03:06:37,0.1989,baseline
2023-04-15 06:06:37,2023-04-15 06:36:37,0.2523,baseline
2023-04-15 06:21:37,2023-04-15 06:51:37,0.0385,baseline
2023-04-16 05:51:37,2023-04-16 06:21:37,0.0726,baseline
2023-04-16 10:36:37,2023-04-16 11:06:37,0.2571,baseline
2023-04-16 13:51:37,2023-04-16 14:21:37,0.3646,baseline
2023-04-18 11:06:37,2023-04-18 11:36:37,0.066,baseline
2023-04-18 11:21:37,2023-04-18 11:51:37,0.0833,baseline
2023-04-22 09:36:37,2023-04-22 10:06:37,0.3021,baseline
2023-04-22 13:21:37,2023-04-22 13:51:37,0.0421,baseline
2023-04-22 13:36:37,2023-04-22 14:06:37,0.0359,baseline
2023-04-23 06:06:37,2023-04-23 06:36:37,0.0407,baseline
2023-04-23 06:21:37,2023-04-23 06:51:37,0.0446,baseline
2023-04-27 11:36:37,2023-04-27 12:06:37,0.0872,baseline
2023-04-27 11:51:37,2023-04-27 12:21:37,0.1376,baseline
2023-04-28 10:06:37,2023-04-28 10:36:37,0.5315,baseline
2023-04-29 13:06:37,2023-04-29 13:36:37,0.0735,baseline
2023-04-30 10:21:37,2023-04-30 10:51:37,0.0856,baseline
2023-05-01 01:21:37,2023-05-01 01:51:37,0.1202,baseline
2023-05-01 01:36:37,2023-05-01 02:06:37,0.0629,baseline
2023-05-01 09:21:37,2023-05-01 09:51:37,0.1008,baseline
2023-05-01 09:36:37,2023-05-01 10:06:37,0.1701,baseline
2023-05-02 05:06:37,2023-05-02 05:36:37,0.1581,baseline
2023-05-02 05:21:37,2023-05-02 05:51:37,0.1566,baseline
2023-05-04 09:51:37,2023-05-04 10:21:37,0.3835,baseline
2023-05-04 10:06:37,2023-05-04 10:36:37,0.2974,baseline
2023-05-08 05:21:37,2023-05-08 05:51:37,0.6176,baseline
2023-05-08 10:06:37,2023-05-08 10:36:37,0.3423,baseline
2023-05-08 10:21:37,2023-05-08 10:51:37,0.2444,baseline
2023-05-09 03:51:37,2023-05-09 04:21:37,0.8798,baseline
2023-05-09 04:06:37,2023-05-09 04:36:37,0.3812,baseline
2023-05-12 03:51:37,2023-05-12 04:21:37,0.0613,baseline
2023-05-12 04:06:37,2023-05-12 04:36:37,0.0634,baseline
2023-05-15 12:21:37,2023-05-15 12:51:37,0.4016,baseline
2023-05-15 12:36:37,2023-05-15 13:06:37,0.3966,baseline
2023-05-16 05:36:37,2023-05-16 06:06:37,0.3599,baseline
2023-05-16 05:51:37,2023-05-16 06:21:37,0.4212,baseline
2023-05-16 09:21:37,2023-05-16 09:51:37,0.1143,baseline
2023-05-16 09:36:37,2023-05-16 10:06:37,0.0916,baseline
2023-05-21 01:36:37,2023-05-21 02:06:37,0.0465,baseline
2023-05-21 14:06:37,2023-05-21 14:36:37,0.7596,baseline
2023-05-21 14:21:37,2023-05-21 14:51:37,0.6681,baseline
2023-05-22 03:51:37,2023-05-22 04:21:37,0.119,baseline
2023-05-22 04:06:37,2023-05-22 04:36:37,0.2426,baseline
2023-05-22 10:06:37,2023-05-22 10:36:37,0.0748,baseline
2023-05-22 10:21:37,2023-05-22 10:51:37,0.0808,baseline
2023-05-23 09:36:37,2023-05-23 10:06:37,0.061,baseline
2023-05-25 01:36:37,2023-05-25 02:06:37,0.1021,baseline
2023-05-25 09:36:37,2023-05-25 10:06:37,0.0632,baseline
2023-05-27 05:21:37,2023-05-27 05:51:37,0.7319,baseline
2023-05-27 09:51:37,2023-05-27 10:21:37,0.1829,baseline
2023-05-29 02:06:37,2023-05-29 02:36:37,0.0595,baseline
2023-05-30 04:51:37,2023-05-30 05:21:37,0.4587,baseline
2023-06-01 03:06:37,2023-06-01 03:36:37,0.0673,baseline
2023-06-08 09:51:37,2023-06-08 10:21:37,0.1006,baseline
2023-06-08 13:21:37,2023-06-08 13:51:37,0.0423,baseline
2023-06-08 13:36:37,2023-06-08 14:06:37,0.0513,baseline
2023-06-10 04:06:37,2023-06-10 04:36:37,0.1189,baseline
2023-06-11 13:36:37,2023-06-11 14:06:37,0.1167,baseline
2023-06-11 13:51:37,2023-06-11 14:21:37,0.0745,baseline
2023-06-13 10:21:37,2023-06-13 10:51:37,0.1426,baseline
2023-06-13 10:36:37,2023-06-13 11:06:37,0.1236,baseline
2023-06-14 01:51:37,2023-06-14 02:21:37,0.148,baseline
2023-06-14 05:51:37,2023-06-14 06:21:37,0.3663,baseline
2023-06-14 06:06:37,2023-06-14 06:36:37,0.0955,baseline
2023-06-15 12:06:37,2023-06-15 12:36:37,0.0673,baseline
2023-06-17 05:51:37,2023-06-17 06:21:37,0.0517,baseline
2023-06-18 06:36:37,2023-06-18 07:06:37,0.7047,baseline
2023-06-18 06:51:37,2023-06-18 07:21:37,0.6305,baseline
2023-06-18 10:21:37,2023-06-18 10:51:37,0.0662,baseline
2023-06-18 10:36:37,2023-06-18 11:06:37,0.0743,baseline
2023-06-19 08:06:37,2023-06-19 08:36:37,0.0788,baseline
2023-06-19 10:51:37,2023-06-19 11:21:37,0.0604,baseline
2023-06-19 11:06:37,2023-06-19 11:36:37,0.0705,baseline
2023-06-20 03:51:37,2023-06-20 04:21:37,0.0719,baseline
2023-06-20 04:06:37,2023-06-20 04:36:37,0.089,baseline
2023-06-22 03:51:37,2023-06-22 04:21:37,0.0614,baseline
2023-06-22 04:06:37,2023-06-22 04:36:37,0.0942,baseline
2023-06-24 04:06:37,2023-06-24 04:36:37,0.1598,baseline
2023-06-25 04:36:37,2023-06-25 05:06:37,0.9923,baseline
2023-06-25 10:36:37,2023-06-25 11:06:37,0.0528,baseline
2023-06-26 04:36:37,2023-06-26 05:06:37,0.0913,baseline
2023-06-26 10:51:37,2023-06-26 11:21:37,0.0763,baseline
2023-06-27 03:51:37,2023-06-27 04:21:37,0.1285,baseline
2023-06-27 10:21:37,2023-06-27 10:51:37,0.8535,baseline
2023-06-27 10:36:37,2023-06-27 11:06:37,0.6677,baseline
2023-06-28 07:51:37,2023-06-28 08:21:37,0.248,baseline
2023-06-29 10:21:37,2023-06-29 10:51:37,0.4891,baseline
2023-06-29 10:36:37,2023-06-29 11:06:37,0.4598,baseline
2023-06-30 08:21:37,2023-06-30 08:51:37,0.4176,baseline
2023-07-01 04:36:37,2023-07-01 05:06:37,0.3452,baseline
2023-07-01 06:21:37,2023-07-01 06:51:37,0.0934,baseline
2023-07-02 10:21:37,2023-07-02 10:51:37,0.2366,baseline
2023-07-02 10:36:37,2023-07-02 11:06:37,0.3497,baseline
2023-07-03 05:21:37,2023-07-03 05:51:37,0.9501,baseline
2023-07-03 05:36:37,2023-07-03 06:06:37,0.9232,baseline
2023-07-03 10:21:37,2023-07-03 10:51:37,0.6963,baseline
2023-07-04 06:21:37,2023-07-04 06:51:37,0.6462,baseline
2023-07-04 06:36:37,2023-07-04 07:06:37,0.3812,baseline
2023-07-05 03:36:37,2023-07-05 04:06:37,0.5931,baseline
2023-07-06 03:21:37,2023-07-06 03:51:37,0.2079,baseline
2023-07-06 03:36:37,2023-07-06 04:06:37,0.1725,baseline
2023-07-06 06:21:37,2023-07-06 06:51:37,0.0682,baseline
2023-07-07 03:51:37,2023-07-07 04:21:37,0.2166,baseline
2023-07-12 07:06:37,2023-07-12 07:36:37,0.1629,baseline
2023-07-12 07:21:37,2023-07-12 07:51:37,0.2055,baseline
2023-07-14 02:21:37,2023-07-14 02:51:37,0.2354,baseline
2023-07-15 02:51:37,2023-07-15 03:21:37,0.0958,baseline
2023-07-17 05:06:37,2023-07-17 05:36:37,0.2436,baseline
2023-07-18 05:51:37,2023-07-18 06:21:37,0.8206,baseline
2023-07-18 06:06:37,2023-07-18 06:36:37,0.7808,baseline
2023-07-20 02:36:37,2023-07-20 03:06:37,0.3697,baseline
2023-07-20 07:21:37,2023-07-20 07:51:37,0.2334,baseline
2023-07-21 01:36:37,2023-07-21 02:06:37,0.5944,baseline
2023-07-24 11:21:37,2023-07-24 11:51:37,0.6708,baseline
2023-07-25 00:06:37,2023-07-25 00:36:37,0.0769,baseline
2023-07-26 04:21:37,2023-07-26 04:51:37,0.9206,baseline
2023-07-27 03:51:37,2023-07-27 04:21:37,0.935,baseline
2023-07-27 04:06:37,2023-07-27 04:36:37,0.8501,baseline
2023-07-27 11:21:37,2023-07-27 11:51:37,0.9052,baseline
2023-07-27 11:36:37,2023-07-27 12:06:37,0.9184,baseline
2023-07-28 02:06:37,2023-07-28 02:36:37,0.6358,baseline
2023-07-28 11:51:37,2023-07-28 12:21:37,0.0392,baseline
2023-07-30 04:06:37,2023-07-30 04:36:37,0.172,baseline
2023-08-01 03:51:37,2023-08-01 04:21:37,0.3683,baseline
2023-08-01 09:21:37,2023-08-01 09:51:37,0.1668,baseline
2023-08-01 11:51:37,2023-08-01 12:21:37,0.1858,baseline
2023-08-02 07:21:37,2023-08-02 07:51:37,0.0842,baseline
2023-08-02 07:36:37,2023-08-02 08:06:37,0.086,baseline
2023-08-03 05:06:37,2023-08-03 05:36:37,0.9881,baseline
2023-08-03 05:21:37,2023-08-03 05:51:37,0.9841,baseline
2023-08-06 04:06:37,2023-08-06 04:36:37,0.2634,baseline
2023-08-06 04:21:37,2023-08-06 04:51:37,0.1407,baseline
2023-08-07 03:06:37,2023-08-07 03:36:37,0.5,baseline
2023-08-07 03:21:37,2023-08-07 03:51:37,0.2782,baseline
2023-08-07 11:21:37,2023-08-07 11:51:37,0.1895,baseline
2023-08-08 05:21:37,2023-08-08 05:51:37,0.9197,baseline
2023-08-08 05:36:37,2023-08-08 06:06:37,0.8915,baseline
2023-08-09 06:06:37,2023-08-09 06:36:37,0.4246,baseline
2023-08-09 07:06:37,2023-08-09 07:36:37,0.061,baseline
2023-08-10 04:06:37,2023-08-10 04:36:37,0.8199,baseline
2023-08-10 04:21:37,2023-08-10 04:51:37,0.6754,baseline
2023-08-10 11:21:37,2023-08-10 11:51:37,0.1052,baseline
2023-08-11 08:51:37,2023-08-11 09:21:37,0.6359,baseline
2023-08-13 04:36:37,2023-08-13 05:06:37,0.7127,baseline
2023-08-13 04:51:37,2023-08-13 05:21:37,0.6448,baseline
2023-08-13 11:06:37,2023-08-13 11:36:37,0.0751,baseline
2023-08-14 04:51:37,2023-08-14 05:21:37,0.9673,baseline
2023-08-14 05:06:37,2023-08-14 05:36:37,0.8737,baseline
2023-08-14 10:06:37,2023-08-14 10:36:37,0.1022,baseline
2023-08-14 10:21:37,2023-08-14 10:51:37,0.2098,baseline
2023-08-15 05:21:37,2023-08-15 05:51:37,0.1154,baseline
2023-08-15 08:21:37,2023-08-15 08:51:37,0.5415,baseline
2023-08-15 08:36:37,2023-08-15 09:06:37,0.0757,baseline
2023-08-15 12:06:37,2023-08-15 12:36:37,0.0526,baseline
2023-08-16 11:51:37,2023-08-16 12:21:37,0.1788,baseline
2023-08-17 02:36:37,2023-08-17 03:06:37,0.2277,baseline
2023-08-17 02:51:37,2023-08-17 03:21:37,0.1491,baseline
2023-08-18 04:21:37,2023-08-18 04:51:37,0.1212,baseline
2023-08-20 05:06:37,2023-08-20 05:36:37,0.3384,baseline
2023-08-20 09:51:37,2023-08-20 10:21:37,0.3473,baseline
2023-08-21 05:21:37,2023-08-21 05:51:37,0.4147,baseline
2023-08-21 11:06:37,2023-08-21 11:36:37,0.0383,baseline
2023-08-22 05:06:37,2023-08-22 05:36:37,0.0717,baseline
2023-08-23 13:21:37,2023-08-23 13:51:37,0.0758,baseline
2023-08-24 05:21:37,2023-08-24 05:51:37,0.0929,baseline
2023-08-24 11:51:37,2023-08-24 12:21:37,0.1087,baseline
2023-08-24 12:06:37,2023-08-24 12:36:37,0.0725,baseline
2023-08-28 04:21:37,2023-08-28 04:51:37,0.2455,baseline
2023-08-29 03:51:37,2023-08-29 04:21:37,0.3228,baseline
2023-08-29 08:21:37,2023-08-29 08:51:37,0.307,baseline
2023-08-29 11:51:37,2023-08-29 12:21:37,0.1158,baseline
2023-08-30 07:06:37,2023-08-30 07:36:37,0.1288,baseline
2023-08-30 07:36:37,2023-08-30 08:06:37,0.1851,baseline
2023-08-30 07:51:37,2023-08-30 08:21:37,0.2462,baseline
2023-08-31 05:21:37,2023-08-31 05:51:37,0.4183,baseline
2023-09-05 05:06:37,2023-09-05 05:36:37,0.8399,baseline
2023-09-05 05:21:37,2023-09-05 05:51:37,0.1145,baseline
2023-09-06 01:21:37,2023-09-06 01:51:37,0.1601,baseline
2023-09-06 01:36:37,2023-09-06 02:06:37,0.1462,baseline
2023-09-08 00:36:37,2023-09-08 01:06:37,0.1121,baseline
2023-09-11 04:06:37,2023-09-11 04:36:37,0.143,baseline
2023-09-11 04:21:37,2023-09-11 04:51:37,0.1144,baseline
2023-09-11 08:36:37,2023-09-11 09:06:37,0.203,baseline
2023-09-11 12:06:37,2023-09-11 12:36:37,0.0439,baseline
2023-09-11 12:21:37,2023-09-11 12:51:37,0.0749,baseline
2023-09-12 06:06:37,2023-09-12 06:36:37,0.1529,baseline
2023-09-12 06:21:37,2023-09-12 06:51:37,0.1261,baseline
2023-09-12 11:51:37,2023-09-12 12:21:37,0.2772,baseline
2023-09-12 12:06:37,2023-09-12 12:36:37,0.2505,baseline
2023-09-13 05:06:37,2023-09-13 05:36:37,0.3501,baseline
2023-09-13 05:21:37,2023-09-13 05:51:37,0.2729,baseline
2023-09-13 12:21:37,2023-09-13 12:51:37,0.4211,baseline
2023-09-14 02:06:37,2023-09-14 02:36:37,0.4528,baseline
2023-09-19 09:36:37,2023-09-19 10:06:37,0.6323,baseline
2023-09-20 01:06:37,2023-09-20 01:36:37,0.0733,baseline
2023-09-20 01:21:37,2023-09-20 01:51:37,0.0815,baseline
2023-09-20 09:21:37,2023-09-20 09:51:37,0.6721,baseline
2023-09-20 13:06:37,2023-09-20 13:36:37,0.0419,baseline
2023-09-22 05:51:37,2023-09-22 06:21:37,0.3314,baseline
2023-09-25 01:36:37,2023-09-25 02:06:37,0.5893,baseline
2023-09-25 01:51:37,2023-09-25 02:21:37,0.5604,baseline
