window_start,window_end,anomaly_score,anchor_period
2023-09-27 05:51:37,2023-09-27 06:21:37,0.1468,baseline
2023-09-27 06:06:37,2023-09-27 06:36:37,0.1187,baseline
2023-10-01 03:36:37,2023-10-01 04:06:37,0.4094,baseline
2023-10-01 03:51:37,2023-10-01 04:21:37,0.3854,baseline
2023-10-02 03:21:37,2023-10-02 03:51:37,0.0916,baseline
2023-10-09 11:21:37,2023-10-09 11:51:37,0.0693,baseline
2023-10-09 11:36:37,2023-10-09 12:06:37,0.0595,baseline
2023-10-11 01:51:37,2023-10-11 02:21:37,0.8995,baseline
2023-10-11 02:06:37,2023-10-11 02:36:37,0.3832,baseline
2023-10-11 02:36:37,2023-10-11 03:06:37,0.1123,baseline
2023-10-11 02:51:37,2023-10-11 03:21:37,0.0723,baseline
2023-10-17 13:06:37,2023-10-17 13:36:37,0.2032,baseline
2023-10-19 00:36:37,2023-10-19 01:06:37,0.6262,baseline
2023-10-19 00:51:37,2023-10-19 01:21:37,0.4797,baseline
2023-10-19 12:21:37,2023-10-19 12:51:37,0.274,baseline
2023-10-20 00:51:37,2023-10-20 01:21:37,0.7934,baseline
2023-10-20 01:06:37,2023-10-20 01:36:37,0.65,baseline
2023-10-21 09:06:37,2023-10-21 09:36:37,0.1039,baseline
2023-10-21 09:21:37,2023-10-21 09:51:37,0.1057,baseline
2023-10-22 06:36:37,2023-10-22 07:06:37,0.2506,baseline
2023-10-22 12:36:37,2023-10-22 13:06:37,0.0587,baseline
2023-10-22 12:51:37,2023-10-22 13:21:37,0.0615,baseline
2023-10-23 04:06:37,2023-10-23 04:36:37,0.3356,baseline
2023-10-23 09:21:37,2023-10-23 09:51:37,0.1269,baseline
2023-10-23 12:06:37,2023-10-23 12:36:37,0.0512,baseline
2023-10-23 12:21:37,2023-10-23 12:51:37,0.0661,baseline
2023-10-26 15:06:37,2023-10-26 15:36:37,0.0488,baseline
2023-10-27 08:36:37,2023-10-27 09:06:37,0.0721,baseline
2023-10-27 08:51:37,2023-10-27 09:21:37,0.0673,baseline
2023-10-27 11:36:37,2023-10-27 12:06:37,0.0445,baseline
2023-10-27 11:51:37,2023-10-27 12:21:37,0.0365,baseline
2023-10-28 01:06:37,2023-10-28 01:36:37,0.3053,baseline
2023-10-28 01:21:37,2023-10-28 01:51:37,0.2172,baseline
2023-10-29 01:36:37,2023-10-29 02:06:37,0.146,baseline
2023-10-29 01:51:37,2023-10-29 02:21:37,0.1366,baseline
2023-10-31 05:36:37,2023-10-31 06:06:37,0.0471,baseline
2023-10-31 12:06:37,2023-10-31 12:36:37,0.0346,baseline
2023-11-01 01:21:37,2023-11-01 01:51:37,0.0749,baseline
2023-11-01 11:36:37,2023-11-01 12:06:37,0.0457,baseline
2023-11-02 02:51:37,2023-11-02 03:21:37,0.1487,baseline
2023-11-02 03:06:37,2023-11-02 03:36:37,0.0901,baseline
2023-11-02 07:51:37,2023-11-02 08:21:37,0.0865,baseline
2023-11-03 07:06:37,2023-11-03 07:36:37,0.0783,baseline
2023-11-03 07:21:37,2023-11-03 07:51:37,0.077,baseline
2023-11-03 11:51:37,2023-11-03 12:21:37,0.0796,baseline
2023-11-04 08:36:37,2023-11-04 09:06:37,0.2819,baseline
2023-11-04 08:51:37,2023-11-04 09:21:37,0.2163,baseline
2023-11-05 02:06:37,2023-11-05 02:36:37,0.1193,baseline
2023-11-05 06:21:37,2023-11-05 06:51:37,0.0551,baseline
2023-11-05 06:36:37,2023-11-05 07:06:37,0.0425,baseline
2023-11-07 06:06:37,2023-11-07 06:36:37,0.1547,baseline
2023-11-07 06:21:37,2023-11-07 06:51:37,0.0706,baseline
2023-11-08 03:06:37,2023-11-08 03:36:37,0.0939,baseline
2023-11-08 11:06:37,2023-11-08 11:36:37,0.0217,baseline
2023-11-09 01:51:37,2023-11-09 02:21:37,0.0625,baseline
2023-11-09 02:06:37,2023-11-09 02:36:37,0.0671,baseline
2023-11-10 11:36:37,2023-11-10 12:06:37,0.1555,baseline
2023-11-12 05:06:37,2023-11-12 05:36:37,0.0604,baseline
2023-11-13 08:21:37,2023-11-13 08:51:37,0.4604,baseline
2023-11-13 08:36:37,2023-11-13 09:06:37,0.3863,baseline
2023-11-13 10:36:37,2023-11-13 11:06:37,0.089,baseline
2023-11-13 10:51:37,2023-11-13 11:21:37,0.1521,baseline
2023-11-15 10:21:37,2023-11-15 10:51:37,0.0651,baseline
2023-11-15 10:36:37,2023-11-15 11:06:37,0.0591,baseline
2023-11-16 10:06:37,2023-11-16 10:36:37,0.0719,baseline
2023-11-17 06:51:37,2023-11-17 07:21:37,0.2776,baseline
2023-11-17 07:06:37,2023-11-17 07:36:37,0.4145,baseline
2023-11-20 12:36:37,2023-11-20 13:06:37,0.0476,baseline
2023-11-20 16:06:37,2023-11-20 16:36:37,0.1197,baseline
2023-11-21 00:06:37,2023-11-21 00:36:37,0.0392,baseline
2023-11-21 00:21:37,2023-11-21 00:51:37,0.0382,baseline
2023-11-22 01:06:37,2023-11-22 01:36:37,0.1112,baseline
2023-11-22 04:51:37,2023-11-22 05:21:37,0.2904,baseline
2023-11-22 05:06:37,2023-11-22 05:36:37,0.2259,baseline
2023-11-22 09:21:37,2023-11-22 09:51:37,0.2165,baseline
2023-11-22 12:06:37,2023-11-22 12:36:37,0.1377,baseline
2023-11-22 12:21:37,2023-11-22 12:51:37,0.1911,baseline
2023-11-23 07:51:37,2023-11-23 08:21:37,0.7667,baseline
2023-11-23 08:06:37,2023-11-23 08:36:37,0.6909,baseline
2023-11-23 13:36:37,2023-11-23 14:06:37,0.1218,baseline
2023-11-25 04:06:37,2023-11-25 04:36:37,0.0933,baseline
2023-11-25 04:21:37,2023-11-25 04:51:37,0.0643,baseline
2023-11-25 07:06:37,2023-11-25 07:36:37,0.0558,baseline
2023-11-25 10:21:37,2023-11-25 10:51:37,0.2869,baseline
2023-11-26 10:06:37,2023-11-26 10:36:37,0.0801,baseline
2023-11-26 12:21:37,2023-11-26 12:51:37,0.7072,baseline
2023-11-27 08:51:37,2023-11-27 09:21:37,0.4709,baseline
2023-11-28 12:51:37,2023-11-28 13:21:37,0.0763,baseline
2023-11-30 00:51:37,2023-11-30 01:21:37,0.0529,baseline
2023-11-30 15:51:37,2023-11-30 16:21:37,0.0605,baseline
2023-11-30 16:06:37,2023-11-30 16:36:37,0.061,baseline
2023-12-01 02:21:37,2023-12-01 02:51:37,0.0919,baseline
2023-12-01 12:36:37,2023-12-01 13:06:37,0.1088,baseline
2023-12-04 03:51:37,2023-12-04 04:21:37,0.0732,baseline
2023-12-05 06:21:37,2023-12-05 06:51:37,0.1219,baseline
2023-12-05 12:51:37,2023-12-05 13:21:37,0.0626,baseline
2023-12-06 03:36:37,2023-12-06 04:06:37,0.0632,baseline
2023-12-06 03:51:37,2023-12-06 04:21:37,0.0603,baseline
2023-12-06 04:06:37,2023-12-06 04:36:37,0.044,baseline
2023-12-07 08:51:37,2023-12-07 09:21:37,0.0497,baseline
2023-12-08 07:21:37,2023-12-08 07:51:37,0.0844,baseline
2023-12-08 14:06:37,2023-12-08 14:36:37,0.1597,baseline
2023-12-09 03:06:37,2023-12-09 03:36:37,0.1126,baseline
2023-12-09 08:51:37,2023-12-09 09:21:37,0.0512,baseline
2023-12-09 09:06:37,2023-12-09 09:36:37,0.0497,baseline
2023-12-10 13:36:37,2023-12-10 14:06:37,0.266,baseline
2023-12-14 03:51:37,2023-12-14 04:21:37,0.1712,baseline
2023-12-14 04:06:37,2023-12-14 04:36:37,0.1547,baseline
2023-12-14 09:51:37,2023-12-14 10:21:37,0.0443,baseline
2023-12-16 07:36:37,2023-12-16 08:06:37,0.0598,baseline
2023-12-16 07:51:37,2023-12-16 08:21:37,0.0861,baseline
2023-12-16 10:51:37,2023-12-16 11:21:37,0.0776,baseline
2023-12-18 06:06:37,2023-12-18 06:36:37,0.255,baseline
2023-12-19 04:06:37,2023-12-19 04:36:37,0.1321,baseline
2023-12-19 06:06:37,2023-12-19 06:36:37,0.0213,baseline
2023-12-19 09:51:37,2023-12-19 10:21:37,0.046,baseline
2023-12-19 10:06:37,2023-12-19 10:36:37,0.0374,baseline
2023-12-19 13:51:37,2023-12-19 14:21:37,0.127,baseline
2023-12-21 02:21:37,2023-12-21 02:51:37,0.1361,baseline
2023-12-21 02:36:37,2023-12-21 03:06:37,0.0778,baseline
2023-12-21 06:21:37,2023-12-21 06:51:37,0.0433,baseline
2023-12-23 01:51:37,2023-12-23 02:21:37,0.0219,baseline
2023-12-23 09:51:37,2023-12-23 10:21:37,0.1321,baseline
2023-12-23 10:06:37,2023-12-23 10:36:37,0.0996,baseline
2023-12-23 13:36:37,2023-12-23 14:06:37,0.0963,baseline
2023-12-24 06:36:37,2023-12-24 07:06:37,0.0568,baseline
2023-12-24 11:21:37,2023-12-24 11:51:37,0.0479,baseline
2023-12-27 04:51:37,2023-12-27 05:21:37,0.0341,baseline
2023-12-27 05:36:37,2023-12-27 06:06:37,0.0498,baseline
2023-12-28 10:06:37,2023-12-28 10:36:37,0.158,baseline
2023-12-29 09:51:37,2023-12-29 10:21:37,0.0523,baseline
2023-12-30 06:06:37,2023-12-30 06:36:37,0.0332,baseline
2023-12-30 06:21:37,2023-12-30 06:51:37,0.088,baseline
2023-12-30 17:36:37,2023-12-30 18:06:37,0.0305,baseline
2023-12-30 17:51:37,2023-12-30 18:21:37,0.0323,baseline
2023-12-31 09:51:37,2023-12-31 10:21:37,0.067,baseline
2024-01-02 05:51:37,2024-01-02 06:21:37,0.1634,baseline
2024-01-03 14:21:37,2024-01-03 14:51:37,0.0635,baseline
2024-01-03 14:36:37,2024-01-03 15:06:37,0.0408,baseline
2024-01-05 09:51:37,2024-01-05 10:21:37,0.0589,baseline
2024-01-06 13:51:37,2024-01-06 14:21:37,0.0819,baseline
2024-01-07 10:36:37,2024-01-07 11:06:37,0.0728,baseline
2024-01-07 10:51:37,2024-01-07 11:21:37,0.0468,baseline
2024-01-08 05:36:37,2024-01-08 06:06:37,0.0713,baseline
2024-01-09 09:21:37,2024-01-09 09:51:37,0.0973,baseline
2024-01-09 09:36:37,2024-01-09 10:06:37,0.0657,baseline
2024-01-10 10:51:37,2024-01-10 11:21:37,0.0971,baseline
2024-01-11 07:51:37,2024-01-11 08:21:37,0.0954,baseline
2024-01-11 12:21:37,2024-01-11 12:51:37,0.0314,baseline
2024-01-12 00:51:37,2024-01-12 01:21:37,0.0726,baseline
2024-01-12 01:06:37,2024-01-12 01:36:37,0.0676,baseline
2024-01-12 10:21:37,2024-01-12 10:51:37,0.0608,baseline
2024-01-14 11:06:37,2024-01-14 11:36:37,0.0451,baseline
2024-01-15 06:06:37,2024-01-15 06:36:37,0.0531,baseline
2024-01-15 09:51:37,2024-01-15 10:21:37,0.5285,baseline
2024-01-16 09:21:37,2024-01-16 09:51:37,0.3185,baseline
2024-01-16 12:51:37,2024-01-16 13:21:37,0.0833,baseline
2024-01-16 13:06:37,2024-01-16 13:36:37,0.0653,baseline
2024-01-17 01:06:37,2024-01-17 01:36:37,0.1425,baseline
2024-01-17 01:21:37,2024-01-17 01:51:37,0.1076,baseline
2024-01-17 11:51:37,2024-01-17 12:21:37,0.0695,baseline
2024-01-17 12:06:37,2024-01-17 12:36:37,0.1385,baseline
2024-01-18 04:36:37,2024-01-18 05:06:37,0.0935,baseline
2024-01-18 04:51:37,2024-01-18 05:21:37,0.0701,baseline
2024-01-19 01:06:37,2024-01-19 01:36:37,0.0505,baseline
2024-01-20 09:06:37,2024-01-20 09:36:37,0.1057,baseline
2024-01-21 05:51:37,2024-01-21 06:21:37,0.0332,baseline
2024-01-21 10:36:37,2024-01-21 11:06:37,0.0934,baseline
2024-01-22 03:06:37,2024-01-22 03:36:37,0.1041,baseline
2024-01-24 01:21:37,2024-01-24 01:51:37,0.073,baseline
2024-01-24 13:06:37,2024-01-24 13:36:37,0.0454,baseline
2024-01-26 00:36:37,2024-01-26 01:06:37,0.2643,baseline
2024-01-26 00:51:37,2024-01-26 01:21:37,0.1574,baseline
2024-01-26 09:06:37,2024-01-26 09:36:37,0.0606,baseline
2024-01-27 02:51:37,2024-01-27 03:21:37,0.1428,baseline
2024-01-27 03:06:37,2024-01-27 03:36:37,0.0944,baseline
2024-01-27 11:21:37,2024-01-27 11:51:37,0.0611,baseline
2024-01-28 09:36:37,2024-01-28 10:06:37,0.0638,baseline
2024-01-28 09:51:37,2024-01-28 10:21:37,0.0718,baseline
2024-01-30 04:51:37,2024-01-30 05:21:37,0.0585,baseline
2024-01-30 05:06:37,2024-01-30 05:36:37,0.0573,baseline
2024-01-30 10:06:37,2024-01-30 10:36:37,0.0452,baseline
2024-01-30 13:21:37,2024-01-30 13:51:37,0.0585,baseline
2024-01-31 08:51:37,2024-01-31 09:21:37,0.1577,baseline
2024-01-31 09:06:37,2024-01-31 09:36:37,0.0643,baseline
2024-02-01 10:51:37,2024-02-01 11:21:37,0.2624,baseline
2024-02-01 11:06:37,2024-02-01 11:36:37,0.2383,baseline
2024-02-02 05:51:37,2024-02-02 06:21:37,0.0713,baseline
2024-02-02 06:06:37,2024-02-02 06:36:37,0.0843,baseline
2024-02-03 05:06:37,2024-02-03 05:36:37,0.1589,baseline
2024-02-03 05:21:37,2024-02-03 05:51:37,0.1675,baseline
2024-02-04 08:51:37,2024-02-04 09:21:37,0.1184,baseline
2024-02-04 09:06:37,2024-02-04 09:36:37,0.0875,baseline
2024-02-04 21:21:37,2024-02-04 21:51:37,0.0671,baseline
2024-02-05 05:21:37,2024-02-05 05:51:37,0.4153,baseline
2024-02-05 05:36:37,2024-02-05 06:06:37,0.2904,baseline
2024-02-05 11:21:37,2024-02-05 11:51:37,0.2529,baseline
2024-02-05 11:36:37,2024-02-05 12:06:37,0.2062,baseline
2024-02-05 13:06:37,2024-02-05 13:36:37,0.0685,baseline
2024-02-05 13:21:37,2024-02-05 13:51:37,0.0356,baseline
2024-02-06 03:06:37,2024-02-06 03:36:37,0.2715,baseline
2024-02-07 04:06:37,2024-02-07 04:36:37,0.9012,baseline
2024-02-07 05:06:37,2024-02-07 05:36:37,0.1703,baseline
2024-02-07 09:36:37,2024-02-07 10:06:37,0.1587,baseline
2024-02-07 09:51:37,2024-02-07 10:21:37,0.1452,baseline
2024-02-11 01:21:37,2024-02-11 01:51:37,0.1213,baseline
2024-02-11 01:36:37,2024-02-11 02:06:37,0.1135,baseline
2024-02-11 01:51:37,2024-02-11 02:21:37,0.1381,baseline
2024-02-12 04:51:37,2024-02-12 05:21:37,0.7322,baseline
2024-02-12 05:21:37,2024-02-12 05:51:37,0.1247,baseline
2024-02-12 11:06:37,2024-02-12 11:36:37,0.0815,baseline
2024-02-12 11:21:37,2024-02-12 11:51:37,0.0619,baseline
2024-02-13 05:36:37,2024-02-13 06:06:37,0.5376,baseline
2024-02-13 05:51:37,2024-02-13 06:21:37,0.486,baseline
2024-02-13 10:21:37,2024-02-13 10:51:37,0.8848,baseline
2024-02-13 10:36:37,2024-02-13 11:06:37,0.5837,baseline
2024-02-13 13:06:37,2024-02-13 13:36:37,0.1042,baseline
2024-02-14 05:06:37,2024-02-14 05:36:37,0.1446,baseline
2024-02-15 04:51:37,2024-02-15 05:21:37,0.3849,baseline
2024-02-15 05:06:37,2024-02-15 05:36:37,0.0791,baseline
2024-02-15 08:36:37,2024-02-15 09:06:37,0.134,baseline
2024-02-15 12:21:37,2024-02-15 12:51:37,0.2256,baseline
2024-02-15 12:36:37,2024-02-15 13:06:37,0.145,baseline
2024-02-16 05:06:37,2024-02-16 05:36:37,0.2115,baseline
2024-02-16 10:06:37,2024-02-16 10:36:37,0.2248,baseline
2024-02-16 10:21:37,2024-02-16 10:51:37,0.2341,baseline
2024-02-16 13:21:37,2024-02-16 13:51:37,0.0619,baseline
2024-02-16 13:36:37,2024-02-16 14:06:37,0.0667,baseline
2024-02-17 04:21:37,2024-02-17 04:51:37,0.2218,baseline
2024-02-17 04:36:37,2024-02-17 05:06:37,0.1173,baseline
2024-02-17 12:36:37,2024-02-17 13:06:37,0.0679,baseline
2024-02-18 04:36:37,2024-02-18 05:06:37,0.2449,baseline
2024-02-19 04:36:37,2024-02-19 05:06:37,0.7292,baseline
2024-02-19 04:51:37,2024-02-19 05:21:37,0.4188,baseline
2024-02-19 12:06:37,2024-02-19 12:36:37,0.0972,baseline
2024-02-20 04:21:37,2024-02-20 04:51:37,0.6482,baseline
2024-02-20 09:21:37,2024-02-20 09:51:37,0.1233,baseline
2024-02-20 12:21:37,2024-02-20 12:51:37,0.089,baseline
2024-02-21 08:36:37,2024-02-21 09:06:37,0.917,baseline
2024-02-21 08:51:37,2024-02-21 09:21:37,0.8773,baseline
2024-02-22 09:21:37,2024-02-22 09:51:37,0.1671,baseline
2024-02-22 12:06:37,2024-02-22 12:36:37,0.0427,baseline
2024-02-23 01:06:37,2024-02-23 01:36:37,0.7642,baseline
2024-02-23 09:06:37,2024-02-23 09:36:37,0.8704,baseline
2024-02-23 09:21:37,2024-02-23 09:51:37,0.1683,baseline
2024-02-24 06:21:37,2024-02-24 06:51:37,0.1407,baseline
2024-02-24 10:06:37,2024-02-24 10:36:37,0.6748,baseline
2024-02-24 10:21:37,2024-02-24 10:51:37,0.0772,baseline
2024-02-24 12:36:37,2024-02-24 13:06:37,0.1284,baseline
2024-02-24 16:21:37,2024-02-24 16:51:37,0.0723,baseline
2024-02-25 05:51:37,2024-02-25 06:21:37,0.777,baseline
2024-02-25 09:06:37,2024-02-25 09:36:37,0.4489,baseline
2024-02-25 12:36:37,2024-02-25 13:06:37,0.1353,baseline
2024-02-26 11:51:37,2024-02-26 12:21:37,0.1223,baseline
2024-02-26 12:06:37,2024-02-26 12:36:37,0.1388,baseline
2024-02-27 04:51:37,2024-02-27 05:21:37,0.2359,baseline
2024-02-28 00:51:37,2024-02-28 01:21:37,0.7058,baseline
2024-02-28 02:51:37,2024-02-28 03:21:37,0.0924,baseline
2024-02-29 03:21:37,2024-02-29 03:51:37,0.0677,baseline
2024-03-01 00:36:37,2024-03-01 01:06:37,0.5652,baseline
2024-03-01 00:51:37,2024-03-01 01:21:37,0.8645,baseline
2024-03-01 03:06:37,2024-03-01 03:36:37,0.1386,baseline
2024-03-01 03:21:37,2024-03-01 03:51:37,0.1192,baseline
2024-03-02 02:51:37,2024-03-02 03:21:37,0.0989,baseline
2024-03-02 10:51:37,2024-03-02 11:21:37,0.0714,baseline
2024-03-02 11:06:37,2024-03-02 11:36:37,0.0746,baseline
2024-03-03 02:51:37,2024-03-03 03:21:37,0.3363,baseline
2024-03-03 07:21:37,2024-03-03 07:51:37,0.2129,baseline
2024-03-03 07:36:37,2024-03-03 08:06:37,0.1272,baseline
2024-03-04 00:51:37,2024-03-04 01:21:37,0.2571,baseline
2024-03-04 09:06:37,2024-03-04 09:36:37,0.8803,baseline
2024-03-05 02:06:37,2024-03-05 02:36:37,0.2067,baseline
2024-03-06 00:51:37,2024-03-06 01:21:37,0.1131,baseline
2024-03-06 06:06:37,2024-03-06 06:36:37,0.0691,baseline
2024-03-07 03:36:37,2024-03-07 04:06:37,0.0925,baseline
2024-03-08 02:51:37,2024-03-08 03:21:37,0.0754,baseline
2024-03-08 03:06:37,2024-03-08 03:36:37,0.0897,baseline
2024-03-09 02:21:37,2024-03-09 02:51:37,0.5237,baseline
2024-03-09 06:21:37,2024-03-09 06:51:37,0.0469,baseline
2024-03-09 11:21:37,2024-03-09 11:51:37,0.8634,baseline
2024-03-09 11:36:37,2024-03-09 12:06:37,0.0597,baseline
2024-03-10 03:06:37,2024-03-10 03:36:37,0.3781,baseline
2024-03-10 03:21:37,2024-03-10 03:51:37,0.0769,baseline
2024-03-10 05:51:37,2024-03-10 06:21:37,0.6815,baseline
2024-03-10 06:06:37,2024-03-10 06:36:37,0.6966,baseline
2024-03-11 01:06:37,2024-03-11 01:36:37,0.0861,baseline
2024-03-11 02:51:37,2024-03-11 03:21:37,0.0564,baseline
2024-03-11 03:06:37,2024-03-11 03:36:37,0.0571,baseline
2024-03-11 06:06:37,2024-03-11 06:36:37,0.1833,baseline
2024-03-12 03:06:37,2024-03-12 03:36:37,0.1718,baseline
2024-03-12 08:51:37,2024-03-12 09:21:37,0.1257,baseline
2024-03-13 03:06:37,2024-03-13 03:36:37,0.0577,baseline
2024-03-13 08:36:37,2024-03-13 09:06:37,0.5981,baseline
2024-03-14 02:51:37,2024-03-14 03:21:37,0.3773,baseline
2024-03-14 03:06:37,2024-03-14 03:36:37,0.42,baseline
2024-03-14 09:51:37,2024-03-14 10:21:37,0.1936,baseline
2024-03-14 10:06:37,2024-03-14 10:36:37,0.1295,baseline
2024-03-15 01:06:37,2024-03-15 01:36:37,0.0517,baseline
2024-03-15 01:21:37,2024-03-15 01:51:37,0.0597,baseline
2024-03-15 08:21:37,2024-03-15 08:51:37,0.0673,baseline
2024-03-15 09:51:37,2024-03-15 10:21:37,0.146,baseline
2024-03-15 10:06:37,2024-03-15 10:36:37,0.1399,baseline
2024-03-16 14:06:37,2024-03-16 14:36:37,0.0398,baseline
2024-03-16 14:21:37,2024-03-16 14:51:37,0.0351,baseline
2024-03-17 02:36:37,2024-03-17 03:06:37,0.1112,baseline
2024-03-18 01:06:37,2024-03-18 01:36:37,0.0792,baseline
2024-03-18 01:21:37,2024-03-18 01:51:37,0.073,baseline
2024-03-18 03:06:37,2024-03-18 03:36:37,0.094,baseline
2024-03-18 08:51:37,2024-03-18 09:21:37,0.345,baseline
2024-03-18 09:06:37,2024-03-18 09:36:37,0.2268,baseline
2024-03-19 08:21:37,2024-03-19 08:51:37,0.0491,baseline
2024-03-19 08:36:37,2024-03-19 09:06:37,0.0504,baseline
2024-03-20 01:06:37,2024-03-20 01:36:37,0.0673,baseline
2024-03-20 01:21:37,2024-03-20 01:51:37,0.0883,baseline
2024-03-20 07:21:37,2024-03-20 07:51:37,0.394,baseline
2024-03-20 07:36:37,2024-03-20 08:06:37,0.3109,baseline
2024-03-22 01:06:37,2024-03-22 01:36:37,0.0494,baseline
2024-03-22 01:21:37,2024-03-22 01:51:37,0.1039,baseline
2024-03-22 03:36:37,2024-03-22 04:06:37,0.0536,baseline
2024-03-23 01:36:37,2024-03-23 02:06:37,0.5784,baseline
2024-03-23 01:51:37,2024-03-23 02:21:37,0.4705,baseline
2024-03-25 01:06:37,2024-03-25 01:36:37,0.4517,baseline
2024-03-25 01:21:37,2024-03-25 01:51:37,0.2863,baseline
2024-03-25 09:21:37,2024-03-25 09:51:37,0.3904,baseline
2024-03-26 05:21:37,2024-03-26 05:51:37,0.2029,baseline
2024-03-26 09:21:37,2024-03-26 09:51:37,0.2692,baseline
2024-03-26 09:36:37,2024-03-26 10:06:37,0.2142,baseline
2024-03-27 09:06:37,2024-03-27 09:36:37,0.4348,baseline
2024-03-27 09:21:37,2024-03-27 09:51:37,0.1192,baseline
2024-03-28 07:21:37,2024-03-28 07:51:37,0.0945,baseline
2024-03-29 02:06:37,2024-03-29 02:36:37,0.1263,baseline
2024-03-29 09:51:37,2024-03-29 10:21:37,0.2497,baseline
2024-03-31 00:36:37,2024-03-31 01:06:37,0.0599,baseline
2024-04-01 01:06:37,2024-04-01 01:36:37,0.0606,baseline
2024-04-01 01:21:37,2024-04-01 01:51:37,0.0431,baseline
2024-04-01 03:06:37,2024-04-01 03:36:37,0.0374,baseline
2024-04-01 09:21:37,2024-04-01 09:51:37,0.8969,baseline
2024-04-01 09:36:37,2024-04-01 10:06:37,0.8182,baseline
2024-04-01 10:21:37,2024-04-01 10:51:37,0.1061,baseline
2024-04-02 09:06:37,2024-04-02 09:36:37,0.4295,baseline
2024-04-02 12:51:37,2024-04-02 13:21:37,0.0921,baseline
2024-04-03 01:06:37,2024-04-03 01:36:37,0.9826,baseline
2024-04-03 01:21:37,2024-04-03 01:51:37,0.9746,baseline
2024-04-05 01:06:37,2024-04-05 01:36:37,0.1007,baseline
2024-04-05 01:21:37,2024-04-05 01:51:37,0.0688,baseline
2024-04-05 10:36:37,2024-04-05 11:06:37,0.0666,baseline
2024-04-05 10:51:37,2024-04-05 11:21:37,0.0599,baseline
2024-04-06 03:06:37,2024-04-06 03:36:37,0.192,baseline
2024-04-09 04:36:37,2024-04-09 05:06:37,0.6185,baseline
2024-04-09 04:51:37,2024-04-09 05:21:37,0.1636,baseline
2024-04-09 12:51:37,2024-04-09 13:21:37,0.1129,baseline
2024-04-10 04:36:37,2024-04-10 05:06:37,0.097,baseline
2024-04-11 00:51:37,2024-04-11 01:21:37,0.0703,baseline
2024-04-11 01:06:37,2024-04-11 01:36:37,0.0563,baseline
2024-04-11 07:06:37,2024-04-11 07:36:37,0.0576,baseline
2024-04-11 07:21:37,2024-04-11 07:51:37,0.0577,baseline
2024-04-11 12:51:37,2024-04-11 13:21:37,0.0415,baseline
2024-04-11 13:06:37,2024-04-11 13:36:37,0.0491,baseline
2024-04-12 00:36:37,2024-04-12 01:06:37,0.1177,baseline
2024-04-12 11:06:37,2024-04-12 11:36:37,0.1395,baseline
2024-04-12 11:21:37,2024-04-12 11:51:37,0.061,baseline
2024-04-13 10:06:37,2024-04-13 10:36:37,0.2545,baseline
2024-04-13 10:21:37,2024-04-13 10:51:37,0.1386,baseline
2024-04-14 08:21:37,2024-04-14 08:51:37,0.1762,baseline
2024-04-15 04:06:37,2024-04-15 04:36:37,0.0647,baseline
2024-04-15 08:36:37,2024-04-15 09:06:37,0.3331,baseline
2024-04-15 08:51:37,2024-04-15 09:21:37,0.1035,baseline
2024-04-16 08:51:37,2024-04-16 09:21:37,0.1359,baseline
2024-04-16 12:51:37,2024-04-16 13:21:37,0.0775,baseline
2024-04-17 01:21:37,2024-04-17 01:51:37,0.2242,baseline
2024-04-17 12:21:37,2024-04-17 12:51:37,0.0702,baseline
2024-04-18 00:51:37,2024-04-18 01:21:37,0.767,baseline
2024-04-21 03:06:37,2024-04-21 03:36:37,0.6639,baseline
2024-04-21 03:21:37,2024-04-21 03:51:37,0.1031,baseline
2024-04-21 08:51:37,2024-04-21 09:21:37,0.0475,baseline
2024-04-22 08:36:37,2024-04-22 09:06:37,0.2257,baseline
2024-04-22 08:51:37,2024-04-22 09:21:37,0.1924,baseline
2024-04-23 06:51:37,2024-04-23 07:21:37,0.1509,baseline
2024-04-24 03:36:37,2024-04-24 04:06:37,0.2317,baseline
2024-04-24 03:51:37,2024-04-24 04:21:37,0.1836,baseline
2024-04-24 09:06:37,2024-04-24 09:36:37,0.104,baseline
2024-04-24 09:21:37,2024-04-24 09:51:37,0.111,baseline
2024-04-24 12:06:37,2024-04-24 12:36:37,0.0611,baseline
2024-04-25 05:21:37,2024-04-25 05:51:37,0.27,baseline
2024-04-25 13:06:37,2024-04-25 13:36:37,0.0432,baseline
2024-04-26 07:21:37,2024-04-26 07:51:37,0.122,baseline
2024-04-26 11:06:37,2024-04-26 11:36:37,0.0601,baseline
2024-04-27 10:06:37,2024-04-27 10:36:37,0.3014,baseline
2024-04-27 10:21:37,2024-04-27 10:51:37,0.208,baseline
2024-04-27 11:36:37,2024-04-27 12:06:37,0.0844,baseline
2024-04-27 11:51:37,2024-04-27 12:21:37,0.0869,baseline
2024-04-28 02:06:37,2024-04-28 02:36:37,0.8093,baseline
2024-04-28 02:21:37,2024-04-28 02:51:37,0.7309,baseline
2024-04-28 05:51:37,2024-04-28 06:21:37,0.0658,baseline
2024-04-29 01:06:37,2024-04-29 01:36:37,0.0822,baseline
2024-04-29 09:06:37,2024-04-29 09:36:37,0.068,baseline
2024-04-29 09:21:37,2024-04-29 09:51:37,0.0545,baseline
2024-04-30 02:51:37,2024-04-30 03:21:37,0.0634,baseline
2024-04-30 03:06:37,2024-04-30 03:36:37,0.0769,baseline
2024-04-30 09:06:37,2024-04-30 09:36:37,0.0818,baseline
